amount,transaction_type,location,receiver,device,country_code,hour,is_new_device,is_new_recipient,label
40759.76,CEKIM,"Tbilisi, GE",Telekom Fatura,Bilinmeyen iPhone,TR,21,1,0,SUPHELI_DAVRANIS
37562.69,ODEME,"Berlin, DE",New Recipient Ltd,Web güvenilir tarayıcı,TR,19,0,0,SUPHELI_DAVRANIS
65971.97,TRANSFER,"Bursa, TR",Yeni Alıcı,Unknown Android,TR,12,1,1,HESAP_ELE_GECIRME
192413.29,TRANSFER,"İzmir, TR",Yeni Alıcı,iPhone 13 bilinen cihaz,TR,15,0,1,PARA_AKLAMA
2600.94,FATURA,"Ankara, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,18,0,0,TEMIZ
9525.01,ODEME,"London, UK",Ulaşım,Bilinmeyen iPhone,TR,1,0,1,HESAP_ELE_GECIRME
3669.13,FATURA,"Bursa, TR",Okul Ödemesi,Web güvenilir tarayıcı,TR,11,0,0,TEMIZ
73944.23,TRANSFER,"Manisa, TR",New Recipient Ltd,Yeni cihaz,,16,1,1,PARA_AKLAMA
1846.87,FATURA,"Ankara, TR",Sigorta Fatura,Paycell kayıtlı cihaz,TR,18,0,0,TEMIZ
81768.54,ODEME,"Berlin, DE",New Recipient Ltd,iPhone 13 bilinen cihaz,,15,1,0,CALINTI_KART
72517.28,CEKIM,"Paris, FR",Ulaşım,Yeni web oturumu,,19,0,1,CALINTI_KART
9482.21,ODEME,"London, UK",Yeni Alıcı,Yeni web oturumu,,8,1,0,SUPHELI_DAVRANIS
5988.89,ODEME,"Ankara, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,19,0,0,TEMIZ
1847.94,ODEME,"Eskişehir, TR",Telekom Fatura,Android bilinen cihaz,TR,11,0,0,TEMIZ
3800.46,ODEME,"Bursa, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,18,0,0,TEMIZ
10896.42,ODEME,"İstanbul, TR",Elektrik Fatura,iPhone 13 bilinen cihaz,TR,18,0,0,SUPHELI_DAVRANIS
5471.59,ODEME,"Bursa, TR",Ulaşım,Paycell kayıtlı cihaz,TR,15,0,0,TEMIZ
1621.45,FATURA,"Bursa, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,21,0,0,TEMIZ
3214.66,ODEME,"Bursa, TR",Sigorta Fatura,Web güvenilir tarayıcı,TR,8,0,0,TEMIZ
3182.3,FATURA,"Eskişehir, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,19,0,0,TEMIZ
3872.0,ODEME,"Bursa, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,17,0,0,TEMIZ
4034.3,TRANSFER,"Manisa, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,13,0,1,TEMIZ
44771.2,ODEME,"İzmir, TR",Kira Ödemesi,Yeni web oturumu,,12,1,0,HESAP_ELE_GECIRME
1392.68,FATURA,"İzmir, TR",Elektrik Fatura,Paycell kayıtlı cihaz,TR,17,0,0,TEMIZ
7749.03,ODEME,"Eskişehir, TR",Global Trade,Yeni web oturumu,,0,1,1,HESAP_ELE_GECIRME
1289.54,ODEME,"Ankara, TR",Elektrik Fatura,Android bilinen cihaz,TR,19,0,0,TEMIZ
24502.76,FATURA,"Berlin, DE",Ulaşım,Android bilinen cihaz,,21,1,0,CALINTI_KART
43726.48,CEKIM,"İzmir, TR",Okul Ödemesi,Bilinmeyen iPhone,,14,1,0,SUPHELI_DAVRANIS
976.48,FATURA,"İzmir, TR",Elektrik Fatura,Web güvenilir tarayıcı,TR,9,0,0,TEMIZ
8048.4,TRANSFER,"Amsterdam, NL",Offshore Services,Yeni cihaz,TR,16,1,0,SUPHELI_DAVRANIS
51382.93,ODEME,"London, UK",Aile Transferi,Bilinmeyen iPhone,,4,1,1,CALINTI_KART
2881.1,ODEME,"Eskişehir, TR",Market Harcama,Web güvenilir tarayıcı,TR,20,0,0,TEMIZ
9832.79,CEKIM,"London, UK",Kripto Exchange,Bilinmeyen iPhone,,19,0,0,SUPHELI_DAVRANIS
65994.64,CEKIM,"Amsterdam, NL",Aile Transferi,iPhone 13 bilinen cihaz,,5,1,1,CALINTI_KART
897.1,FATURA,"Eskişehir, TR",Elektrik Fatura,iPhone 13 bilinen cihaz,TR,18,0,0,TEMIZ
85244.96,TRANSFER,"Manisa, TR",Kripto Exchange,Yeni cihaz,TR,14,1,0,HESAP_ELE_GECIRME
4353.39,FATURA,"Manisa, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,18,0,0,TEMIZ
245640.96,TRANSFER,"İzmir, TR",Yeni Alıcı,Yeni web oturumu,TR,12,0,1,PARA_AKLAMA
33604.24,TRANSFER,"Paris, FR",Offshore Services,Bilinmeyen iPhone,TR,11,1,1,HESAP_ELE_GECIRME
677.39,ODEME,"İstanbul, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,19,0,0,TEMIZ
36637.08,ODEME,"Dubai, AE",Ulaşım,iPhone 13 bilinen cihaz,,5,1,1,CALINTI_KART
711.93,ODEME,"Bursa, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,20,0,0,TEMIZ
1982.0,FATURA,"Ankara, TR",Sigorta Fatura,Android bilinen cihaz,TR,5,0,0,TEMIZ
219044.75,TRANSFER,"Eskişehir, TR",New Recipient Ltd,Yeni web oturumu,TR,8,0,0,PARA_AKLAMA
9536.01,CEKIM,"Manisa, TR",Kira Ödemesi,Bilinmeyen iPhone,,11,1,1,SUPHELI_DAVRANIS
38343.06,TRANSFER,"London, UK",Kripto Exchange,Yeni web oturumu,,15,1,1,HESAP_ELE_GECIRME
13530.62,CEKIM,"London, UK",Restoran,Bilinmeyen iPhone,TR,18,1,0,SUPHELI_DAVRANIS
101353.16,FATURA,"Ankara, TR",Aile Transferi,Yeni web oturumu,,0,1,0,CALINTI_KART
152701.92,TRANSFER,"Eskişehir, TR",Kripto Exchange,Unknown Android,,1,0,1,PARA_AKLAMA
2796.03,FATURA,"Manisa, TR",Telekom Fatura,iPhone 13 bilinen cihaz,TR,8,0,0,TEMIZ
3699.6,FATURA,"Bursa, TR",Sigorta Fatura,Android bilinen cihaz,TR,9,0,0,TEMIZ
509.77,ODEME,"Eskişehir, TR",Sigorta Fatura,Android bilinen cihaz,TR,11,0,0,TEMIZ
42211.45,TRANSFER,"İzmir, TR",Kripto Exchange,Unknown Android,TR,11,1,1,HESAP_ELE_GECIRME
45244.17,ODEME,"London, UK",E-Ticaret,Unknown Android,,8,1,0,CALINTI_KART
1714.43,FATURA,"Ankara, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,1,0,0,TEMIZ
243380.82,TRANSFER,"Eskişehir, TR",Offshore Services,Paycell kayıtlı cihaz,,5,1,1,PARA_AKLAMA
814.36,FATURA,"Ankara, TR",Sigorta Fatura,Android bilinen cihaz,TR,17,0,0,TEMIZ
43061.62,CEKIM,"Eskişehir, TR",Global Trade,Yeni web oturumu,TR,0,0,0,SUPHELI_DAVRANIS
59940.73,TRANSFER,"London, UK",Yeni Alıcı,Yeni web oturumu,TR,1,1,0,HESAP_ELE_GECIRME
141742.89,TRANSFER,"Tbilisi, GE",Global Trade,Web güvenilir tarayıcı,TR,13,0,0,PARA_AKLAMA
501.24,FATURA,"Eskişehir, TR",Telekom Fatura,Android bilinen cihaz,TR,15,0,0,TEMIZ
351.39,FATURA,"Manisa, TR",Okul Ödemesi,Web güvenilir tarayıcı,TR,19,0,0,TEMIZ
1489.18,FATURA,"İzmir, TR",Telekom Fatura,iPhone 13 bilinen cihaz,TR,14,0,0,TEMIZ
1711.75,FATURA,"Ankara, TR",Okul Ödemesi,Paycell kayıtlı cihaz,TR,14,0,0,TEMIZ
16334.6,TRANSFER,"London, UK",Aile Transferi,Unknown Android,,2,0,1,HESAP_ELE_GECIRME
21811.32,ODEME,"Amsterdam, NL",Offshore Services,Unknown Android,,2,1,0,CALINTI_KART
30881.97,CEKIM,"İzmir, TR",New Recipient Ltd,Paycell kayıtlı cihaz,TR,15,0,1,SUPHELI_DAVRANIS
24466.07,TRANSFER,"Eskişehir, TR",Aile Transferi,Yeni web oturumu,,2,0,1,SUPHELI_DAVRANIS
4260.02,FATURA,"Ankara, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,15,0,0,TEMIZ
2286.33,ODEME,"Eskişehir, TR",Okul Ödemesi,Paycell kayıtlı cihaz,TR,19,0,0,TEMIZ
38030.36,TRANSFER,"Berlin, DE",Restoran,Android bilinen cihaz,TR,5,1,1,SUPHELI_DAVRANIS
35973.32,TRANSFER,"Ankara, TR",Global Trade,Bilinmeyen iPhone,,3,1,0,HESAP_ELE_GECIRME
6952.13,TRANSFER,"Berlin, DE",Market Harcama,Web güvenilir tarayıcı,,20,0,0,SUPHELI_DAVRANIS
41.09,FATURA,"Ankara, TR",Okul Ödemesi,Web güvenilir tarayıcı,TR,12,0,0,TEMIZ
1239.61,FATURA,"Eskişehir, TR",Sigorta Fatura,Android bilinen cihaz,TR,9,0,0,TEMIZ
60081.88,ODEME,"Ankara, TR",Restoran,Yeni web oturumu,,2,1,1,HESAP_ELE_GECIRME
48723.71,ODEME,"Berlin, DE",E-Ticaret,Android bilinen cihaz,,19,0,0,CALINTI_KART
115399.17,CEKIM,"İstanbul, TR",Global Trade,Yeni web oturumu,,0,1,1,CALINTI_KART
2386.64,FATURA,"Bursa, TR",Sigorta Fatura,Web güvenilir tarayıcı,TR,13,0,0,TEMIZ
4256.06,FATURA,"İstanbul, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,10,0,0,TEMIZ
4306.34,FATURA,"İstanbul, TR",Market Harcama,iPhone 13 bilinen cihaz,TR,15,0,0,TEMIZ
68862.07,TRANSFER,"Tbilisi, GE",Global Trade,Android bilinen cihaz,TR,19,0,1,PARA_AKLAMA
7414.73,FATURA,"Eskişehir, TR",Aile Transferi,Paycell kayıtlı cihaz,TR,18,0,0,TEMIZ
3146.5,FATURA,"Bursa, TR",Okul Ödemesi,Web güvenilir tarayıcı,TR,20,0,0,TEMIZ
3559.08,FATURA,"Bursa, TR",Market Harcama,Web güvenilir tarayıcı,TR,8,0,0,TEMIZ
1304.77,FATURA,"Eskişehir, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,10,0,0,TEMIZ
38733.94,CEKIM,"Dubai, AE",Market Harcama,Web güvenilir tarayıcı,TR,2,0,0,SUPHELI_DAVRANIS
951.02,FATURA,"Ankara, TR",Market Harcama,Web güvenilir tarayıcı,TR,15,0,0,TEMIZ
761.0,ODEME,"Ankara, TR",Elektrik Fatura,Paycell kayıtlı cihaz,TR,20,0,0,TEMIZ
2080.15,ODEME,"İstanbul, TR",Elektrik Fatura,Web güvenilir tarayıcı,TR,12,0,0,TEMIZ
46599.78,ODEME,"Eskişehir, TR",Offshore Services,Bilinmeyen iPhone,TR,3,1,1,HESAP_ELE_GECIRME
69483.0,ODEME,"Dubai, AE",Restoran,Yeni cihaz,TR,11,1,1,CALINTI_KART
42490.94,TRANSFER,"Bursa, TR",Aile Transferi,Android bilinen cihaz,TR,18,0,0,SUPHELI_DAVRANIS
2224.93,FATURA,"Eskişehir, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,13,0,0,TEMIZ
124450.55,TRANSFER,"Bursa, TR",Offshore Services,iPhone 13 bilinen cihaz,TR,15,0,1,PARA_AKLAMA
2018.44,ODEME,"Bursa, TR",Market Harcama,Android bilinen cihaz,TR,14,0,0,TEMIZ
1884.38,FATURA,"Eskişehir, TR",Elektrik Fatura,Android bilinen cihaz,TR,15,0,0,TEMIZ
93931.18,TRANSFER,"Ankara, TR",Ulaşım,Bilinmeyen iPhone,TR,2,1,1,HESAP_ELE_GECIRME
33699.63,ODEME,"Bursa, TR",E-Ticaret,Yeni web oturumu,TR,21,0,0,SUPHELI_DAVRANIS
2532.19,ODEME,"İstanbul, TR",Elektrik Fatura,iPhone 13 bilinen cihaz,TR,12,0,0,TEMIZ
3759.9,ODEME,"Ankara, TR",Market Harcama,Paycell kayıtlı cihaz,TR,19,0,0,TEMIZ
31146.65,ODEME,"İstanbul, TR",Market Harcama,Yeni cihaz,TR,17,0,0,SUPHELI_DAVRANIS
3912.16,FATURA,"Manisa, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,19,0,0,TEMIZ
3809.18,FATURA,"Eskişehir, TR",Elektrik Fatura,Android bilinen cihaz,TR,19,0,0,TEMIZ
65486.91,TRANSFER,"Paris, FR",Offshore Services,Web güvenilir tarayıcı,TR,5,0,1,PARA_AKLAMA
73512.7,TRANSFER,"Eskişehir, TR",Offshore Services,Yeni web oturumu,,18,1,1,HESAP_ELE_GECIRME
86021.35,ODEME,"Dubai, AE",Global Trade,iPhone 13 bilinen cihaz,TR,23,1,1,CALINTI_KART
492.3,FATURA,"Eskişehir, TR",Telekom Fatura,Android bilinen cihaz,TR,16,0,0,TEMIZ
76510.69,ODEME,"Amsterdam, NL",Kira Ödemesi,iPhone 13 bilinen cihaz,,2,1,0,CALINTI_KART
257205.89,TRANSFER,"İzmir, TR",Kripto Exchange,Yeni cihaz,,1,0,1,PARA_AKLAMA
23844.85,TRANSFER,"Amsterdam, NL",Kira Ödemesi,Yeni cihaz,TR,20,1,1,HESAP_ELE_GECIRME
42378.36,TRANSFER,"Eskişehir, TR",Global Trade,Web güvenilir tarayıcı,TR,8,0,1,PARA_AKLAMA
952.12,FATURA,"İstanbul, TR",Market Harcama,iPhone 13 bilinen cihaz,TR,21,0,0,TEMIZ
202894.55,TRANSFER,"Dubai, AE",Offshore Services,Android bilinen cihaz,TR,23,0,1,PARA_AKLAMA
83824.57,TRANSFER,"Paris, FR",Kripto Exchange,Yeni cihaz,,1,0,0,PARA_AKLAMA
3152.16,FATURA,"Bursa, TR",Elektrik Fatura,Android bilinen cihaz,TR,14,0,0,TEMIZ
2331.13,ODEME,"Ankara, TR",Market Harcama,iPhone 13 bilinen cihaz,TR,16,0,0,TEMIZ
3438.55,FATURA,"İzmir, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,15,0,0,TEMIZ
20518.79,ODEME,"Tbilisi, GE",Ulaşım,Bilinmeyen iPhone,TR,23,1,0,CALINTI_KART
85317.43,ODEME,"İzmir, TR",Offshore Services,Yeni cihaz,,9,1,1,HESAP_ELE_GECIRME
567.31,ODEME,"Bursa, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,10,0,0,TEMIZ
8953.36,TRANSFER,"Dubai, AE",Kira Ödemesi,Yeni cihaz,TR,3,1,0,HESAP_ELE_GECIRME
165931.69,TRANSFER,"Tbilisi, GE",Yeni Alıcı,Paycell kayıtlı cihaz,,10,0,1,PARA_AKLAMA
35702.61,FATURA,"Berlin, DE",Aile Transferi,Yeni cihaz,,0,0,0,CALINTI_KART
716.97,FATURA,"Eskişehir, TR",Elektrik Fatura,iPhone 13 bilinen cihaz,TR,16,0,0,TEMIZ
35935.31,TRANSFER,"Bursa, TR",Ulaşım,Bilinmeyen iPhone,TR,2,0,0,SUPHELI_DAVRANIS
6501.96,ODEME,"Ankara, TR",Kira Ödemesi,Paycell kayıtlı cihaz,TR,14,0,1,TEMIZ
2979.27,ODEME,"Manisa, TR",Telekom Fatura,Paycell kayıtlı cihaz,TR,12,0,0,TEMIZ
196037.72,TRANSFER,"Ankara, TR",New Recipient Ltd,Bilinmeyen iPhone,TR,16,1,1,PARA_AKLAMA
1721.87,FATURA,"İzmir, TR",Market Harcama,Web güvenilir tarayıcı,TR,17,0,0,TEMIZ
12575.83,ODEME,"Tbilisi, GE",New Recipient Ltd,Yeni web oturumu,,2,1,1,CALINTI_KART
1082.59,ODEME,"Eskişehir, TR",Elektrik Fatura,iPhone 13 bilinen cihaz,TR,9,0,0,TEMIZ
110958.71,TRANSFER,"Paris, FR",Global Trade,Paycell kayıtlı cihaz,,12,1,1,PARA_AKLAMA
2714.29,TRANSFER,"Bursa, TR",Aile Transferi,iPhone 13 bilinen cihaz,TR,9,0,0,TEMIZ
25372.52,CEKIM,"Manisa, TR",E-Ticaret,Yeni cihaz,TR,15,0,0,SUPHELI_DAVRANIS
15973.63,CEKIM,"Amsterdam, NL",Ulaşım,Paycell kayıtlı cihaz,,9,1,0,CALINTI_KART
29082.72,TRANSFER,"İstanbul, TR",New Recipient Ltd,Bilinmeyen iPhone,TR,9,0,1,SUPHELI_DAVRANIS
37360.94,TRANSFER,"Dubai, AE",Yeni Alıcı,Unknown Android,TR,17,0,0,SUPHELI_DAVRANIS
53375.75,TRANSFER,"Eskişehir, TR",Offshore Services,Bilinmeyen iPhone,TR,19,0,1,HESAP_ELE_GECIRME
3646.89,ODEME,"Eskişehir, TR",Elektrik Fatura,Android bilinen cihaz,TR,10,0,0,TEMIZ
15374.58,CEKIM,"Dubai, AE",Market Harcama,Yeni cihaz,,21,0,1,SUPHELI_DAVRANIS
1876.54,ODEME,"Manisa, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,11,0,0,TEMIZ
542.04,FATURA,"Ankara, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,16,0,0,TEMIZ
94198.97,ODEME,"Ankara, TR",Yeni Alıcı,Unknown Android,TR,23,1,1,HESAP_ELE_GECIRME
19190.64,TRANSFER,"Bursa, TR",Global Trade,Yeni cihaz,,4,1,1,HESAP_ELE_GECIRME
43248.45,TRANSFER,"Dubai, AE",Elektrik Fatura,Android bilinen cihaz,TR,21,1,1,SUPHELI_DAVRANIS
90129.05,ODEME,"Dubai, AE",Yeni Alıcı,Yeni cihaz,TR,23,1,0,CALINTI_KART
3633.08,FATURA,"İstanbul, TR",Okul Ödemesi,Android bilinen cihaz,TR,10,0,0,TEMIZ
1260.85,ODEME,"İzmir, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,13,0,0,TEMIZ
539.37,FATURA,"Bursa, TR",Okul Ödemesi,Android bilinen cihaz,TR,20,0,0,TEMIZ
112909.38,ODEME,"Paris, FR",Ulaşım,Yeni cihaz,,8,1,0,CALINTI_KART
2502.93,ODEME,"Manisa, TR",Market Harcama,iPhone 13 bilinen cihaz,TR,11,0,0,TEMIZ
1769.52,ODEME,"İzmir, TR",Market Harcama,iPhone 13 bilinen cihaz,TR,20,0,0,TEMIZ
15182.96,ODEME,"İzmir, TR",Sigorta Fatura,Bilinmeyen iPhone,TR,20,0,0,SUPHELI_DAVRANIS
96658.22,TRANSFER,"London, UK",Yeni Alıcı,Yeni web oturumu,,21,1,1,PARA_AKLAMA
27009.25,TRANSFER,"Dubai, AE",Restoran,Yeni web oturumu,,0,1,1,HESAP_ELE_GECIRME
2897.51,FATURA,"Bursa, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,9,0,0,TEMIZ
1149.48,FATURA,"Manisa, TR",Telekom Fatura,Paycell kayıtlı cihaz,TR,13,0,0,TEMIZ
58292.61,CEKIM,"Tbilisi, GE",New Recipient Ltd,Web güvenilir tarayıcı,TR,1,1,1,CALINTI_KART
222802.79,TRANSFER,"Ankara, TR",Global Trade,Unknown Android,,11,1,0,PARA_AKLAMA
7580.03,TRANSFER,"Paris, FR",Offshore Services,Yeni cihaz,,4,1,0,HESAP_ELE_GECIRME
132910.72,TRANSFER,"Bursa, TR",Yeni Alıcı,Android bilinen cihaz,TR,20,1,1,PARA_AKLAMA
1960.79,FATURA,"Eskişehir, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,11,0,0,TEMIZ
1859.06,FATURA,"Ankara, TR",Market Harcama,Web güvenilir tarayıcı,TR,15,0,0,TEMIZ
1685.43,FATURA,"Manisa, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,1,0,0,TEMIZ
231074.78,TRANSFER,"Bursa, TR",Kripto Exchange,Bilinmeyen iPhone,,0,0,1,PARA_AKLAMA
112244.77,FATURA,"Eskişehir, TR",New Recipient Ltd,Yeni cihaz,TR,3,1,0,CALINTI_KART
118452.77,TRANSFER,"Eskişehir, TR",Global Trade,Yeni web oturumu,TR,13,0,1,PARA_AKLAMA
2403.34,FATURA,"İzmir, TR",Elektrik Fatura,Web güvenilir tarayıcı,TR,10,0,0,TEMIZ
4381.1,ODEME,"Manisa, TR",Market Harcama,Paycell kayıtlı cihaz,TR,12,0,0,TEMIZ
59389.7,ODEME,"London, UK",Offshore Services,Yeni web oturumu,,10,1,0,HESAP_ELE_GECIRME
1999.55,FATURA,"İstanbul, TR",Elektrik Fatura,Android bilinen cihaz,TR,15,0,0,TEMIZ
3187.12,ODEME,"Ankara, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,19,0,0,TEMIZ
27873.33,TRANSFER,"Berlin, DE",Kira Ödemesi,Web güvenilir tarayıcı,TR,23,1,0,SUPHELI_DAVRANIS
35247.53,TRANSFER,"London, UK",Sigorta Fatura,Paycell kayıtlı cihaz,TR,16,0,1,SUPHELI_DAVRANIS
1134.09,ODEME,"Manisa, TR",Elektrik Fatura,Web güvenilir tarayıcı,TR,5,0,0,TEMIZ
579.69,ODEME,"Eskişehir, TR",Elektrik Fatura,Web güvenilir tarayıcı,TR,9,0,0,TEMIZ
3194.91,ODEME,"Bursa, TR",Market Harcama,iPhone 13 bilinen cihaz,TR,8,0,0,TEMIZ
4280.75,ODEME,"Manisa, TR",Sigorta Fatura,Android bilinen cihaz,TR,8,0,0,TEMIZ
76743.33,ODEME,"Amsterdam, NL",Kripto Exchange,Bilinmeyen iPhone,TR,1,0,0,HESAP_ELE_GECIRME
7250.11,FATURA,"Bursa, TR",Kira Ödemesi,Web güvenilir tarayıcı,TR,18,0,0,TEMIZ
3320.75,ODEME,"Manisa, TR",Sigorta Fatura,Android bilinen cihaz,TR,9,0,0,TEMIZ
222211.9,TRANSFER,"Bursa, TR",Yeni Alıcı,Bilinmeyen iPhone,TR,9,0,1,PARA_AKLAMA
1973.28,ODEME,"Ankara, TR",Elektrik Fatura,Web güvenilir tarayıcı,TR,18,0,0,TEMIZ
3099.05,FATURA,"Bursa, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,14,0,0,TEMIZ
6820.08,ODEME,"İstanbul, TR",Market Harcama,Web güvenilir tarayıcı,TR,16,0,0,TEMIZ
4130.75,FATURA,"Ankara, TR",Sigorta Fatura,Paycell kayıtlı cihaz,TR,15,0,0,TEMIZ
2573.26,ODEME,"İzmir, TR",Market Harcama,iPhone 13 bilinen cihaz,TR,8,0,0,TEMIZ
60635.49,TRANSFER,"İstanbul, TR",Kripto Exchange,Yeni cihaz,TR,12,1,1,PARA_AKLAMA
2044.02,ODEME,"İzmir, TR",Telekom Fatura,Android bilinen cihaz,TR,19,0,0,TEMIZ
117995.95,ODEME,"Ankara, TR",Kripto Exchange,Yeni cihaz,,5,1,0,CALINTI_KART
230475.62,TRANSFER,"Eskişehir, TR",Yeni Alıcı,Web güvenilir tarayıcı,,18,0,1,PARA_AKLAMA
21572.57,ODEME,"Amsterdam, NL",Restoran,Android bilinen cihaz,,1,1,0,CALINTI_KART
887.43,ODEME,"Bursa, TR",Telekom Fatura,Paycell kayıtlı cihaz,TR,9,0,0,TEMIZ
72373.74,TRANSFER,"Tbilisi, GE",Yeni Alıcı,Bilinmeyen iPhone,TR,11,1,1,PARA_AKLAMA
262.37,FATURA,"Ankara, TR",Okul Ödemesi,Paycell kayıtlı cihaz,TR,19,0,0,TEMIZ
72599.39,ODEME,"London, UK",Offshore Services,Bilinmeyen iPhone,TR,0,1,1,CALINTI_KART
8476.91,CEKIM,"Amsterdam, NL",Sigorta Fatura,Bilinmeyen iPhone,TR,18,1,0,SUPHELI_DAVRANIS
39681.56,TRANSFER,"Berlin, DE",Yeni Alıcı,Android bilinen cihaz,TR,18,1,1,PARA_AKLAMA
2968.32,FATURA,"İzmir, TR",Okul Ödemesi,Paycell kayıtlı cihaz,TR,18,0,0,TEMIZ
1643.54,ODEME,"İstanbul, TR",Sigorta Fatura,Android bilinen cihaz,TR,19,0,0,TEMIZ
4122.66,FATURA,"İstanbul, TR",Market Harcama,Paycell kayıtlı cihaz,TR,3,0,0,TEMIZ
2521.25,FATURA,"İzmir, TR",Market Harcama,Web güvenilir tarayıcı,TR,10,0,0,TEMIZ
4028.75,FATURA,"Ankara, TR",Market Harcama,Paycell kayıtlı cihaz,TR,11,0,0,TEMIZ
1035.59,ODEME,"İzmir, TR",Market Harcama,iPhone 13 bilinen cihaz,TR,16,0,0,TEMIZ
37592.76,CEKIM,"Eskişehir, TR",New Recipient Ltd,Yeni cihaz,,3,0,0,CALINTI_KART
117149.22,ODEME,"Ankara, TR",Yeni Alıcı,Yeni cihaz,,10,1,0,CALINTI_KART
2260.32,FATURA,"İstanbul, TR",Market Harcama,Web güvenilir tarayıcı,TR,9,0,0,TEMIZ
1995.62,ODEME,"Ankara, TR",Telekom Fatura,Paycell kayıtlı cihaz,TR,16,0,0,TEMIZ
12679.21,TRANSFER,"Manisa, TR",Telekom Fatura,Yeni web oturumu,TR,10,0,0,SUPHELI_DAVRANIS
651.14,ODEME,"Bursa, TR",Okul Ödemesi,Paycell kayıtlı cihaz,TR,16,0,0,TEMIZ
96893.33,ODEME,"Bursa, TR",E-Ticaret,iPhone 13 bilinen cihaz,TR,23,1,1,CALINTI_KART
2982.69,FATURA,"İstanbul, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,19,0,0,TEMIZ
76514.51,TRANSFER,"Bursa, TR",Kira Ödemesi,Yeni web oturumu,,2,1,1,HESAP_ELE_GECIRME
4144.81,FATURA,"Bursa, TR",Okul Ödemesi,Android bilinen cihaz,TR,17,0,0,TEMIZ
2946.35,FATURA,"İzmir, TR",Okul Ödemesi,Android bilinen cihaz,TR,9,0,0,TEMIZ
2866.48,TRANSFER,"Manisa, TR",Market Harcama,Web güvenilir tarayıcı,TR,16,0,0,TEMIZ
749.52,FATURA,"Eskişehir, TR",Sigorta Fatura,Web güvenilir tarayıcı,TR,20,0,0,TEMIZ
1922.56,FATURA,"Ankara, TR",Elektrik Fatura,Web güvenilir tarayıcı,TR,16,0,0,TEMIZ
248.13,FATURA,"Ankara, TR",Okul Ödemesi,Web güvenilir tarayıcı,TR,8,0,0,TEMIZ
4423.87,FATURA,"Eskişehir, TR",Sigorta Fatura,Android bilinen cihaz,TR,12,0,0,TEMIZ
32009.97,CEKIM,"London, UK",Elektrik Fatura,Web güvenilir tarayıcı,,11,1,0,SUPHELI_DAVRANIS
13509.66,TRANSFER,"Berlin, DE",Kira Ödemesi,Web güvenilir tarayıcı,,9,1,0,SUPHELI_DAVRANIS
994.01,FATURA,"İzmir, TR",Sigorta Fatura,Paycell kayıtlı cihaz,TR,16,0,0,TEMIZ
3928.55,FATURA,"Bursa, TR",Okul Ödemesi,Paycell kayıtlı cihaz,TR,15,0,0,TEMIZ
1896.56,FATURA,"İstanbul, TR",Sigorta Fatura,Android bilinen cihaz,TR,15,0,0,TEMIZ
3180.7,FATURA,"Ankara, TR",Telekom Fatura,Paycell kayıtlı cihaz,TR,19,0,0,TEMIZ
2531.05,FATURA,"Eskişehir, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,17,0,0,TEMIZ
100157.88,TRANSFER,"Ankara, TR",Offshore Services,Web güvenilir tarayıcı,TR,20,1,1,PARA_AKLAMA
129895.32,TRANSFER,"İzmir, TR",Offshore Services,Paycell kayıtlı cihaz,TR,9,0,1,PARA_AKLAMA
71969.15,FATURA,"Bursa, TR",Offshore Services,Android bilinen cihaz,,3,0,0,CALINTI_KART
3284.91,FATURA,"Eskişehir, TR",Sigorta Fatura,Paycell kayıtlı cihaz,TR,14,0,0,TEMIZ
239.59,FATURA,"Bursa, TR",Market Harcama,iPhone 13 bilinen cihaz,TR,19,0,0,TEMIZ
5368.87,TRANSFER,"İzmir, TR",Restoran,iPhone 13 bilinen cihaz,TR,9,0,0,TEMIZ
